8
8
7
7
5,6,7,8
6,7,8
0,1,2,3,4,5,6,7,8
0,1,2,3,4,5,6,7,8
0,1,2,3,4,5,6,7,8
0,1,2,3,4,5,6,7,8
0,1,2,3,4,5,6,7,8
