iso_code,date,indicator,value
USA,2021-01-06,Daily ICU occupancy per million,85.932
USA,2021-01-06,Daily hospital occupancy,129805.0
USA,2021-01-06,Daily hospital occupancy per million,389.904
USA,2021-01-06,Weekly new hospital admissions,114720.0
USA,2021-01-06,Weekly new hospital admissions per million,344.592
USA,2021-01-07,Daily ICU occupancy,28491.0
USA,2021-01-07,Daily ICU occupancy per million,85.58
USA,2021-01-07,Daily hospital occupancy,128819.0
USA,2021-01-07,Daily hospital occupancy per million,386.943
USA,2021-01-07,Weekly new hospital admissions,115039.0
USA,2021-01-07,Weekly new hospital admissions per million,345.551
USA,2021-01-08,Daily ICU occupancy,28365.0
USA,2021-01-08,Daily ICU occupancy per million,85.202
USA,2021-01-08,Daily hospital occupancy,127893.0
USA,2021-01-08,Daily hospital occupancy per million,384.161
USA,2021-01-08,Weekly new hospital admissions,116013.0
USA,2021-01-08,Weekly new hospital admissions per million,348.476
USA,2021-01-09,Daily ICU occupancy,28187.0
USA,2021-01-09,Daily ICU occupancy per million,84.667
USA,2021-01-09,Daily hospital occupancy,126426.0
USA,2021-01-09,Daily hospital occupancy per million,379.755
USA,2021-01-09,Weekly new hospital admissions,117656.0
USA,2021-01-09,Weekly new hospital admissions per million,353.411
USA,2021-01-10,Daily ICU occupancy,28370.0
USA,2021-01-10,Daily ICU occupancy per million,85.217
USA,2021-01-10,Daily hospital occupancy,126538.0
USA,2021-01-10,Daily hospital occupancy per million,380.091
USA,2021-01-10,Weekly new hospital admissions,116243.0
USA,2021-01-10,Weekly new hospital admissions per million,349.167
USA,2021-01-11,Daily ICU occupancy,28739.0
USA,2021-01-11,Daily ICU occupancy per million,86.325
USA,2021-01-11,Daily hospital occupancy,127639.0
USA,2021-01-11,Daily hospital occupancy per million,383.398
USA,2021-01-11,Weekly new hospital admissions,115308.0
USA,2021-01-11,Weekly new hospital admissions per million,346.359
USA,2021-01-12,Daily ICU occupancy,28891.0
USA,2021-01-12,Daily ICU occupancy per million,86.782
USA,2021-01-12,Daily hospital occupancy,127090.0
USA,2021-01-12,Daily hospital occupancy per million,381.749
USA,2021-01-12,Weekly new hospital admissions,113846.0
USA,2021-01-12,Weekly new hospital admissions per million,341.967
USA,2021-01-13,Daily ICU occupancy,28734.0
USA,2021-01-13,Daily ICU occupancy per million,86.31
USA,2021-01-13,Daily hospital occupancy,126585.0
USA,2021-01-13,Daily hospital occupancy per million,380.232
USA,2021-01-13,Weekly new hospital admissions,112599.0
USA,2021-01-13,Weekly new hospital admissions per million,338.221
USA,2021-01-14,Daily ICU occupancy,28527.0
USA,2021-01-14,Daily ICU occupancy per million,85.689
USA,2021-01-14,Daily hospital occupancy,133268.0
USA,2021-01-14,Daily hospital occupancy per million,400.306
USA,2021-01-14,Weekly new hospital admissions,111773.0
USA,2021-01-14,Weekly new hospital admissions per million,335.74
USA,2021-01-15,Daily ICU occupancy,28422.0
USA,2021-01-15,Daily ICU occupancy per million,85.373
USA,2021-01-15,Daily hospital occupancy,123790.0
USA,2021-01-15,Daily hospital occupancy per million,371.837
USA,2021-01-15,Weekly new hospital admissions,111022.0
USA,2021-01-15,Weekly new hospital admissions per million,333.484
USA,2021-01-16,Daily ICU occupancy,28120.0
USA,2021-01-16,Daily ICU occupancy per million,84.466
USA,2021-01-16,Daily hospital occupancy,121139.0
USA,2021-01-16,Daily hospital occupancy per million,363.874
USA,2021-01-16,Weekly new hospital admissions,109852.0
USA,2021-01-16,Weekly new hospital admissions per million,329.97
USA,2021-01-17,Daily ICU occupancy,27891.0
USA,2021-01-17,Daily ICU occupancy per million,83.778
USA,2021-01-17,Daily hospital occupancy,120835.0
USA,2021-01-17,Daily hospital occupancy per million,362.96
USA,2021-01-17,Weekly new hospital admissions,108767.0
USA,2021-01-17,Weekly new hospital admissions per million,326.711
USA,2021-01-18,Daily ICU occupancy,27831.0
USA,2021-01-18,Daily ICU occupancy per million,83.598
USA,2021-01-18,Daily hospital occupancy,120422.0
USA,2021-01-18,Daily hospital occupancy per million,361.72
USA,2021-01-18,Weekly new hospital admissions,107616.0
USA,2021-01-18,Weekly new hospital admissions per million,323.254
USA,2021-01-19,Daily ICU occupancy,27584.0
USA,2021-01-19,Daily ICU occupancy per million,82.856
USA,2021-01-19,Daily hospital occupancy,119383.0
USA,2021-01-19,Daily hospital occupancy per million,358.599
USA,2021-01-19,Weekly new hospital admissions,105530.0
USA,2021-01-19,Weekly new hospital admissions per million,316.988
USA,2021-01-20,Daily ICU occupancy,27003.0
USA,2021-01-20,Daily ICU occupancy per million,81.111
USA,2021-01-20,Daily hospital occupancy,117143.0
USA,2021-01-20,Daily hospital occupancy per million,351.871
USA,2021-01-20,Weekly new hospital admissions,103154.0
USA,2021-01-20,Weekly new hospital admissions per million,309.851
USA,2021-01-21,Daily ICU occupancy,26517.0
USA,2021-01-21,Daily ICU occupancy per million,79.651
USA,2021-01-21,Daily hospital occupancy,114100.0
USA,2021-01-21,Daily hospital occupancy per million,342.73
USA,2021-01-21,Weekly new hospital admissions,100805.0
USA,2021-01-21,Weekly new hospital admissions per million,302.795
USA,2021-01-22,Daily ICU occupancy,26006.0
USA,2021-01-22,Daily ICU occupancy per million,78.116
USA,2021-01-22,Daily hospital occupancy,111835.0
USA,2021-01-22,Daily hospital occupancy per million,335.927
USA,2021-01-22,Weekly new hospital admissions,98767.0
USA,2021-01-22,Weekly new hospital admissions per million,296.673
USA,2021-01-23,Daily ICU occupancy,25364.0
USA,2021-01-23,Daily ICU occupancy per million,76.188
USA,2021-01-23,Daily hospital occupancy,108126.0
USA,2021-01-23,Daily hospital occupancy per million,324.786
USA,2021-01-23,Weekly new hospital admissions,96481.0
USA,2021-01-23,Weekly new hospital admissions per million,289.807
USA,2021-01-24,Daily ICU occupancy,25121.0
USA,2021-01-24,Daily ICU occupancy per million,75.458
USA,2021-01-24,Daily hospital occupancy,107008.0
USA,2021-01-24,Daily hospital occupancy per million,321.427
USA,2021-01-24,Weekly new hospital admissions,94452.0
USA,2021-01-24,Weekly new hospital admissions per million,283.712
USA,2021-01-25,Daily ICU occupancy,25003.0
USA,2021-01-25,Daily ICU occupancy per million,75.103
USA,2021-01-25,Daily hospital occupancy,106268.0
USA,2021-01-25,Daily hospital occupancy per million,319.205
USA,2021-01-25,Weekly new hospital admissions,92178.0
USA,2021-01-25,Weekly new hospital admissions per million,276.881
USA,2021-01-26,Daily ICU occupancy,24897.0
USA,2021-01-26,Daily ICU occupancy per million,74.785
USA,2021-01-26,Daily hospital occupancy,104627.0
USA,2021-01-26,Daily hospital occupancy per million,314.275
USA,2021-01-26,Weekly new hospital admissions,90895.0
USA,2021-01-26,Weekly new hospital admissions per million,273.028
USA,2021-01-27,Daily ICU occupancy,24360.0
USA,2021-01-27,Daily ICU occupancy per million,73.172
USA,2021-01-27,Daily hospital occupancy,102664.0
USA,2021-01-27,Daily hospital occupancy per million,308.379
USA,2021-01-27,Weekly new hospital admissions,89328.0
USA,2021-01-27,Weekly new hospital admissions per million,268.321
USA,2021-01-28,Daily ICU occupancy,23786.0
USA,2021-01-28,Daily ICU occupancy per million,71.448
USA,2021-01-28,Daily hospital occupancy,100052.0
USA,2021-01-28,Daily hospital occupancy per million,300.533
USA,2021-01-28,Weekly new hospital admissions,87640.0
USA,2021-01-28,Weekly new hospital admissions per million,263.25
USA,2021-01-29,Daily ICU occupancy,23121.0
USA,2021-01-29,Daily ICU occupancy per million,69.45
USA,2021-01-29,Daily hospital occupancy,96111.0
USA,2021-01-29,Daily hospital occupancy per million,288.695
USA,2021-01-29,Weekly new hospital admissions,84648.0
USA,2021-01-29,Weekly new hospital admissions per million,254.263
USA,2021-01-30,Daily ICU occupancy,22708.0
USA,2021-01-30,Daily ICU occupancy per million,68.21
USA,2021-01-30,Daily hospital occupancy,92548.0
USA,2021-01-30,Daily hospital occupancy per million,277.993
USA,2021-01-30,Weekly new hospital admissions,82400.0
USA,2021-01-30,Weekly new hospital admissions per million,247.511
USA,2021-01-31,Daily ICU occupancy,22503.0
USA,2021-01-31,Daily ICU occupancy per million,67.594
USA,2021-01-31,Daily hospital occupancy,91438.0
USA,2021-01-31,Daily hospital occupancy per million,274.659
USA,2021-01-31,Weekly new hospital admissions,80527.0
USA,2021-01-31,Weekly new hospital admissions per million,241.885
USA,2021-02-01,Daily ICU occupancy,22230.0
USA,2021-02-01,Daily ICU occupancy per million,66.774
USA,2021-02-01,Daily hospital occupancy,90582.0
USA,2021-02-01,Daily hospital occupancy per million,272.087
USA,2021-02-01,Weekly new hospital admissions,79093.0
USA,2021-02-01,Weekly new hospital admissions per million,237.577
USA,2021-02-02,Daily ICU occupancy,21767.0
USA,2021-02-02,Daily ICU occupancy per million,65.383
USA,2021-02-02,Daily hospital occupancy,89004.0
USA,2021-02-02,Daily hospital occupancy per million,267.347
USA,2021-02-02,Weekly new hospital admissions,76508.0
USA,2021-02-02,Weekly new hospital admissions per million,229.812
USA,2021-02-03,Daily ICU occupancy,21405.0
USA,2021-02-03,Daily ICU occupancy per million,64.296
USA,2021-02-03,Daily hospital occupancy,87294.0
USA,2021-02-03,Daily hospital occupancy per million,262.211
USA,2021-02-03,Weekly new hospital admissions,74576.0
USA,2021-02-03,Weekly new hospital admissions per million,224.009
USA,2021-02-04,Daily ICU occupancy,20872.0
USA,2021-02-04,Daily ICU occupancy per million,62.695
USA,2021-02-04,Daily hospital occupancy,84604.0
USA,2021-02-04,Daily hospital occupancy per million,254.131
USA,2021-02-04,Weekly new hospital admissions,73011.0
USA,2021-02-04,Weekly new hospital admissions per million,219.308
USA,2021-02-05,Daily ICU occupancy,20354.0
USA,2021-02-05,Daily ICU occupancy per million,61.139
USA,2021-02-05,Daily hospital occupancy,82139.0
USA,2021-02-05,Daily hospital occupancy per million,246.727
USA,2021-02-05,Weekly new hospital admissions,71948.0
USA,2021-02-05,Weekly new hospital admissions per million,216.115
USA,2021-02-06,Daily ICU occupancy,19863.0
USA,2021-02-06,Daily ICU occupancy per million,59.664
USA,2021-02-06,Daily hospital occupancy,79113.0
USA,2021-02-06,Daily hospital occupancy per million,237.637
USA,2021-02-06,Weekly new hospital admissions,70719.0
USA,2021-02-06,Weekly new hospital admissions per million,212.424
USA,2021-02-07,Daily ICU occupancy,19377.0
USA,2021-02-07,Daily ICU occupancy per million,58.204
USA,2021-02-07,Daily hospital occupancy,77866.0
USA,2021-02-07,Daily hospital occupancy per million,233.891
USA,2021-02-07,Weekly new hospital admissions,69310.0
USA,2021-02-07,Weekly new hospital admissions per million,208.191
USA,2021-02-08,Daily ICU occupancy,19328.0
USA,2021-02-08,Daily ICU occupancy per million,58.057
USA,2021-02-08,Daily hospital occupancy,76870.0
USA,2021-02-08,Daily hospital occupancy per million,230.9
USA,2021-02-08,Weekly new hospital admissions,67660.0
USA,2021-02-08,Weekly new hospital admissions per million,203.235
USA,2021-02-09,Daily ICU occupancy,18929.0
USA,2021-02-09,Daily ICU occupancy per million,56.858
USA,2021-02-09,Daily hospital occupancy,75626.0
USA,2021-02-09,Daily hospital occupancy per million,227.163
USA,2021-02-09,Weekly new hospital admissions,66095.0
USA,2021-02-09,Weekly new hospital admissions per million,198.534
USA,2021-02-10,Daily ICU occupancy,18316.0
USA,2021-02-10,Daily ICU occupancy per million,55.017
USA,2021-02-10,Daily hospital occupancy,72859.0
USA,2021-02-10,Daily hospital occupancy per million,218.852
USA,2021-02-10,Weekly new hospital admissions,64192.0
USA,2021-02-10,Weekly new hospital admissions per million,192.818
USA,2021-02-11,Daily ICU occupancy,17714.0
USA,2021-02-11,Daily ICU occupancy per million,53.209
USA,2021-02-11,Daily hospital occupancy,70110.0
USA,2021-02-11,Daily hospital occupancy per million,210.594
USA,2021-02-11,Weekly new hospital admissions,61890.0
USA,2021-02-11,Weekly new hospital admissions per million,185.903
USA,2021-02-12,Daily ICU occupancy,17334.0
USA,2021-02-12,Daily ICU occupancy per million,52.067
USA,2021-02-12,Daily hospital occupancy,67539.0
USA,2021-02-12,Daily hospital occupancy per million,202.872
USA,2021-02-12,Weekly new hospital admissions,59678.0
USA,2021-02-12,Weekly new hospital admissions per million,179.259
USA,2021-02-13,Daily ICU occupancy,16865.0
USA,2021-02-13,Daily ICU occupancy per million,50.659
USA,2021-02-13,Daily hospital occupancy,64762.0
USA,2021-02-13,Daily hospital occupancy per million,194.53
USA,2021-02-13,Weekly new hospital admissions,57416.0
USA,2021-02-13,Weekly new hospital admissions per million,172.464
USA,2021-02-14,Daily ICU occupancy,16350.0
USA,2021-02-14,Daily ICU occupancy per million,49.112
USA,2021-02-14,Daily hospital occupancy,63300.0
USA,2021-02-14,Daily hospital occupancy per million,190.139
USA,2021-02-14,Weekly new hospital admissions,55811.0
USA,2021-02-14,Weekly new hospital admissions per million,167.643
USA,2021-02-15,Daily ICU occupancy,16227.0
USA,2021-02-15,Daily ICU occupancy per million,48.742
USA,2021-02-15,Daily hospital occupancy,62214.0
USA,2021-02-15,Daily hospital occupancy per million,186.876
USA,2021-02-15,Weekly new hospital admissions,54082.0
USA,2021-02-15,Weekly new hospital admissions per million,162.45
USA,2021-02-16,Daily ICU occupancy,15921.0
USA,2021-02-16,Daily ICU occupancy per million,47.823
USA,2021-02-16,Daily hospital occupancy,61504.0
USA,2021-02-16,Daily hospital occupancy per million,184.744
USA,2021-02-16,Weekly new hospital admissions,51999.0
USA,2021-02-16,Weekly new hospital admissions per million,156.193
USA,2021-02-17,Daily ICU occupancy,15579.0
USA,2021-02-17,Daily ICU occupancy per million,46.796
USA,2021-02-17,Daily hospital occupancy,62253.0
USA,2021-02-17,Daily hospital occupancy per million,186.994
USA,2021-02-17,Weekly new hospital admissions,50597.0
USA,2021-02-17,Weekly new hospital admissions per million,151.982
USA,2021-02-18,Daily ICU occupancy,15024.0
USA,2021-02-18,Daily ICU occupancy per million,45.129
USA,2021-02-18,Daily hospital occupancy,58309.0
USA,2021-02-18,Daily hospital occupancy per million,175.147
USA,2021-02-18,Weekly new hospital admissions,49186.0
USA,2021-02-18,Weekly new hospital admissions per million,147.743
USA,2021-02-19,Daily ICU occupancy,14492.0
USA,2021-02-19,Daily ICU occupancy per million,43.531
USA,2021-02-19,Daily hospital occupancy,56739.0
USA,2021-02-19,Daily hospital occupancy per million,170.431
USA,2021-02-19,Weekly new hospital admissions,47947.0
USA,2021-02-19,Weekly new hospital admissions per million,144.022
USA,2021-02-20,Daily ICU occupancy,14111.0
USA,2021-02-20,Daily ICU occupancy per million,42.386
USA,2021-02-20,Daily hospital occupancy,54402.0
USA,2021-02-20,Daily hospital occupancy per million,163.411
USA,2021-02-20,Weekly new hospital admissions,47109.0
USA,2021-02-20,Weekly new hospital admissions per million,141.505
USA,2021-02-21,Daily ICU occupancy,13724.0
USA,2021-02-21,Daily ICU occupancy per million,41.224
USA,2021-02-21,Daily hospital occupancy,53615.0
USA,2021-02-21,Daily hospital occupancy per million,161.047
USA,2021-02-21,Weekly new hospital admissions,46410.0
USA,2021-02-21,Weekly new hospital admissions per million,139.405
USA,2021-02-22,Daily ICU occupancy,13671.0
USA,2021-02-22,Daily ICU occupancy per million,41.065
USA,2021-02-22,Daily hospital occupancy,53026.0
USA,2021-02-22,Daily hospital occupancy per million,159.278
USA,2021-02-22,Weekly new hospital admissions,46232.0
USA,2021-02-22,Weekly new hospital admissions per million,138.87
USA,2021-02-23,Daily ICU occupancy,13354.0
USA,2021-02-23,Daily ICU occupancy per million,40.112
USA,2021-02-23,Daily hospital occupancy,51984.0
USA,2021-02-23,Daily hospital occupancy per million,156.148
USA,2021-02-23,Weekly new hospital admissions,45980.0
USA,2021-02-23,Weekly new hospital admissions per million,138.113
USA,2021-02-24,Daily ICU occupancy,12892.0
USA,2021-02-24,Daily ICU occupancy per million,38.725
USA,2021-02-24,Daily hospital occupancy,50965.0
USA,2021-02-24,Daily hospital occupancy per million,153.087
USA,2021-02-24,Weekly new hospital admissions,45300.0
USA,2021-02-24,Weekly new hospital admissions per million,136.071
USA,2021-02-25,Daily ICU occupancy,12464.0
USA,2021-02-25,Daily ICU occupancy per million,37.439
USA,2021-02-25,Daily hospital occupancy,49047.0
USA,2021-02-25,Daily hospital occupancy per million,147.326
USA,2021-02-25,Weekly new hospital admissions,44621.0
USA,2021-02-25,Weekly new hospital admissions per million,134.031
USA,2021-02-26,Daily ICU occupancy,12165.0
USA,2021-02-26,Daily ICU occupancy per million,36.541
USA,2021-02-26,Daily hospital occupancy,47229.0
USA,2021-02-26,Daily hospital occupancy per million,141.865
USA,2021-02-26,Weekly new hospital admissions,43674.0
USA,2021-02-26,Weekly new hospital admissions per million,131.187
USA,2021-02-27,Daily ICU occupancy,11716.0
USA,2021-02-27,Daily ICU occupancy per million,35.192
USA,2021-02-27,Daily hospital occupancy,45336.0
USA,2021-02-27,Daily hospital occupancy per million,136.179
USA,2021-02-27,Weekly new hospital admissions,42526.0
USA,2021-02-27,Weekly new hospital admissions per million,127.738
USA,2021-02-28,Daily ICU occupancy,11552.0
USA,2021-02-28,Daily ICU occupancy per million,34.7
USA,2021-02-28,Daily hospital occupancy,44874.0
USA,2021-02-28,Daily hospital occupancy per million,134.791
USA,2021-02-28,Weekly new hospital admissions,41679.0
USA,2021-02-28,Weekly new hospital admissions per million,125.194
USA,2021-03-01,Daily ICU occupancy,11362.0
USA,2021-03-01,Daily ICU occupancy per million,34.129
USA,2021-03-01,Daily hospital occupancy,43721.0
USA,2021-03-01,Daily hospital occupancy per million,131.328
USA,2021-03-01,Weekly new hospital admissions,40540.0
USA,2021-03-01,Weekly new hospital admissions per million,121.773
USA,2021-03-02,Daily ICU occupancy,11040.0
USA,2021-03-02,Daily ICU occupancy per million,33.162
USA,2021-03-02,Daily hospital occupancy,42650.0
USA,2021-03-02,Daily hospital occupancy per million,128.111
USA,2021-03-02,Weekly new hospital admissions,39206.0
USA,2021-03-02,Weekly new hospital admissions per million,117.766
USA,2021-03-03,Daily ICU occupancy,10745.0
USA,2021-03-03,Daily ICU occupancy per million,32.275
USA,2021-03-03,Daily hospital occupancy,42159.0
USA,2021-03-03,Daily hospital occupancy per million,126.636
USA,2021-03-03,Weekly new hospital admissions,38015.0
USA,2021-03-03,Weekly new hospital admissions per million,114.188
USA,2021-03-04,Daily ICU occupancy,10556.0
USA,2021-03-04,Daily ICU occupancy per million,31.708
USA,2021-03-04,Daily hospital occupancy,40176.0
USA,2021-03-04,Daily hospital occupancy per million,120.679
USA,2021-03-04,Weekly new hospital admissions,37178.0
USA,2021-03-04,Weekly new hospital admissions per million,111.674
USA,2021-03-05,Daily ICU occupancy,10323.0
USA,2021-03-05,Daily ICU occupancy per million,31.008
USA,2021-03-05,Daily hospital occupancy,39582.0
USA,2021-03-05,Daily hospital occupancy per million,118.895
USA,2021-03-05,Weekly new hospital admissions,36734.0
USA,2021-03-05,Weekly new hospital admissions per million,110.34
USA,2021-03-06,Daily ICU occupancy,10029.0
USA,2021-03-06,Daily ICU occupancy per million,30.125
USA,2021-03-06,Daily hospital occupancy,38207.0
USA,2021-03-06,Daily hospital occupancy per million,114.765
USA,2021-03-06,Weekly new hospital admissions,36198.0
USA,2021-03-06,Weekly new hospital admissions per million,108.73
USA,2021-03-07,Daily ICU occupancy,9848.0
USA,2021-03-07,Daily ICU occupancy per million,29.581
USA,2021-03-07,Daily hospital occupancy,37770.0
USA,2021-03-07,Daily hospital occupancy per million,113.452
USA,2021-03-07,Weekly new hospital admissions,35566.0
USA,2021-03-07,Weekly new hospital admissions per million,106.832
USA,2021-03-08,Daily ICU occupancy,9790.0
USA,2021-03-08,Daily ICU occupancy per million,29.407
USA,2021-03-08,Daily hospital occupancy,37687.0
USA,2021-03-08,Daily hospital occupancy per million,113.203
USA,2021-03-08,Weekly new hospital admissions,35289.0
USA,2021-03-08,Weekly new hospital admissions per million,106.0
USA,2021-03-09,Daily ICU occupancy,9612.0
USA,2021-03-09,Daily ICU occupancy per million,28.872
USA,2021-03-09,Daily hospital occupancy,37040.0
USA,2021-03-09,Daily hospital occupancy per million,111.26
USA,2021-03-09,Weekly new hospital admissions,34964.0
USA,2021-03-09,Weekly new hospital admissions per million,105.024
USA,2021-03-10,Daily ICU occupancy,9456.0
USA,2021-03-10,Daily ICU occupancy per million,28.404
USA,2021-03-10,Daily hospital occupancy,36666.0
USA,2021-03-10,Daily hospital occupancy per million,110.136
USA,2021-03-10,Weekly new hospital admissions,34737.0
USA,2021-03-10,Weekly new hospital admissions per million,104.342
USA,2021-03-11,Daily ICU occupancy,9242.0
USA,2021-03-11,Daily ICU occupancy per million,27.761
USA,2021-03-11,Daily hospital occupancy,35915.0
USA,2021-03-11,Daily hospital occupancy per million,107.88
USA,2021-03-11,Weekly new hospital admissions,34270.0
USA,2021-03-11,Weekly new hospital admissions per million,102.939
USA,2021-03-12,Daily ICU occupancy,9120.0
USA,2021-03-12,Daily ICU occupancy per million,27.394
USA,2021-03-12,Daily hospital occupancy,35648.0
USA,2021-03-12,Daily hospital occupancy per million,107.078
USA,2021-03-12,Weekly new hospital admissions,34183.0
USA,2021-03-12,Weekly new hospital admissions per million,102.678
USA,2021-03-13,Daily ICU occupancy,8907.0
USA,2021-03-13,Daily ICU occupancy per million,26.755
USA,2021-03-13,Daily hospital occupancy,34984.0
USA,2021-03-13,Daily hospital occupancy per million,105.084
USA,2021-03-13,Weekly new hospital admissions,33857.0
USA,2021-03-13,Weekly new hospital admissions per million,101.699
USA,2021-03-14,Daily ICU occupancy,8775.0
USA,2021-03-14,Daily ICU occupancy per million,26.358
USA,2021-03-14,Daily hospital occupancy,34413.0
USA,2021-03-14,Daily hospital occupancy per million,103.369
USA,2021-03-14,Weekly new hospital admissions,33645.0
USA,2021-03-14,Weekly new hospital admissions per million,101.062
USA,2021-03-15,Daily ICU occupancy,8787.0
USA,2021-03-15,Daily ICU occupancy per million,26.394
USA,2021-03-15,Daily hospital occupancy,34701.0
USA,2021-03-15,Daily hospital occupancy per million,104.234
USA,2021-03-15,Weekly new hospital admissions,33531.0
USA,2021-03-15,Weekly new hospital admissions per million,100.719
USA,2021-03-16,Daily ICU occupancy,8736.0
USA,2021-03-16,Daily ICU occupancy per million,26.241
USA,2021-03-16,Daily hospital occupancy,34577.0
USA,2021-03-16,Daily hospital occupancy per million,103.861
USA,2021-03-16,Weekly new hospital admissions,33410.0
USA,2021-03-16,Weekly new hospital admissions per million,100.356
USA,2021-03-17,Daily ICU occupancy,8682.0
USA,2021-03-17,Daily ICU occupancy per million,26.079
USA,2021-03-17,Daily hospital occupancy,34595.0
USA,2021-03-17,Daily hospital occupancy per million,103.915
USA,2021-03-17,Weekly new hospital admissions,33169.0
USA,2021-03-17,Weekly new hospital admissions per million,99.632
USA,2021-03-18,Daily ICU occupancy,8521.0
USA,2021-03-18,Daily ICU occupancy per million,25.595
USA,2021-03-18,Daily hospital occupancy,34104.0
USA,2021-03-18,Daily hospital occupancy per million,102.441
USA,2021-03-18,Weekly new hospital admissions,33154.0
USA,2021-03-18,Weekly new hospital admissions per million,99.587
USA,2021-03-19,Daily ICU occupancy,8422.0
USA,2021-03-19,Daily ICU occupancy per million,25.298
USA,2021-03-19,Daily hospital occupancy,34035.0
USA,2021-03-19,Daily hospital occupancy per million,102.233
USA,2021-03-19,Weekly new hospital admissions,32830.0
USA,2021-03-19,Weekly new hospital admissions per million,98.614
USA,2021-03-20,Daily ICU occupancy,8241.0
USA,2021-03-20,Daily ICU occupancy per million,24.754
USA,2021-03-20,Daily hospital occupancy,33214.0
USA,2021-03-20,Daily hospital occupancy per million,99.767
USA,2021-03-20,Weekly new hospital admissions,32980.0
USA,2021-03-20,Weekly new hospital admissions per million,99.064
USA,2021-03-21,Daily ICU occupancy,8127.0
USA,2021-03-21,Daily ICU occupancy per million,24.412
USA,2021-03-21,Daily hospital occupancy,33283.0
USA,2021-03-21,Daily hospital occupancy per million,99.974
USA,2021-03-21,Weekly new hospital admissions,32999.0
USA,2021-03-21,Weekly new hospital admissions per million,99.121
USA,2021-03-22,Daily ICU occupancy,8347.0
USA,2021-03-22,Daily ICU occupancy per million,25.072
USA,2021-03-22,Daily hospital occupancy,33742.0
USA,2021-03-22,Daily hospital occupancy per million,101.353
USA,2021-03-22,Weekly new hospital admissions,33051.0
USA,2021-03-22,Weekly new hospital admissions per million,99.278
USA,2021-03-23,Daily ICU occupancy,8379.0
USA,2021-03-23,Daily ICU occupancy per million,25.169
USA,2021-03-23,Daily hospital occupancy,33996.0
USA,2021-03-23,Daily hospital occupancy per million,102.116
USA,2021-03-23,Weekly new hospital admissions,33334.0
USA,2021-03-23,Weekly new hospital admissions per million,100.128
USA,2021-03-24,Daily ICU occupancy,8489.0
USA,2021-03-24,Daily ICU occupancy per million,25.499
USA,2021-03-24,Daily hospital occupancy,34368.0
USA,2021-03-24,Daily hospital occupancy per million,103.234
USA,2021-03-24,Weekly new hospital admissions,33606.0
USA,2021-03-24,Weekly new hospital admissions per million,100.945
USA,2021-03-25,Daily ICU occupancy,8338.0
USA,2021-03-25,Daily ICU occupancy per million,25.045
USA,2021-03-25,Daily hospital occupancy,34362.0
USA,2021-03-25,Daily hospital occupancy per million,103.216
USA,2021-03-25,Weekly new hospital admissions,33951.0
USA,2021-03-25,Weekly new hospital admissions per million,101.981
USA,2021-03-26,Daily ICU occupancy,8329.0
USA,2021-03-26,Daily ICU occupancy per million,25.018
USA,2021-03-26,Daily hospital occupancy,34634.0
USA,2021-03-26,Daily hospital occupancy per million,104.033
USA,2021-03-26,Weekly new hospital admissions,34229.0
USA,2021-03-26,Weekly new hospital admissions per million,102.816
USA,2021-03-27,Daily ICU occupancy,8201.0
USA,2021-03-27,Daily ICU occupancy per million,24.634
USA,2021-03-27,Daily hospital occupancy,33946.0
USA,2021-03-27,Daily hospital occupancy per million,101.966
USA,2021-03-27,Weekly new hospital admissions,34416.0
USA,2021-03-27,Weekly new hospital admissions per million,103.378
USA,2021-03-28,Daily ICU occupancy,8359.0
USA,2021-03-28,Daily ICU occupancy per million,25.109
USA,2021-03-28,Daily hospital occupancy,34464.0
USA,2021-03-28,Daily hospital occupancy per million,103.522
USA,2021-03-28,Weekly new hospital admissions,34984.0
USA,2021-03-28,Weekly new hospital admissions per million,105.084
USA,2021-03-29,Daily ICU occupancy,8439.0
USA,2021-03-29,Daily ICU occupancy per million,25.349
USA,2021-03-29,Daily hospital occupancy,35027.0
USA,2021-03-29,Daily hospital occupancy per million,105.213
USA,2021-03-29,Weekly new hospital admissions,35248.0
USA,2021-03-29,Weekly new hospital admissions per million,105.877
USA,2021-03-30,Daily ICU occupancy,8572.0
USA,2021-03-30,Daily ICU occupancy per million,25.748
USA,2021-03-30,Daily hospital occupancy,35418.0
USA,2021-03-30,Daily hospital occupancy per million,106.387
USA,2021-03-30,Weekly new hospital admissions,35410.0
USA,2021-03-30,Weekly new hospital admissions per million,106.363
USA,2021-03-31,Daily ICU occupancy,8502.0
USA,2021-03-31,Daily ICU occupancy per million,25.538
USA,2021-03-31,Daily hospital occupancy,35568.0
USA,2021-03-31,Daily hospital occupancy per million,106.838
USA,2021-03-31,Weekly new hospital admissions,35477.0
USA,2021-03-31,Weekly new hospital admissions per million,106.565
USA,2021-04-01,Daily ICU occupancy,8470.0
USA,2021-04-01,Daily ICU occupancy per million,25.442
USA,2021-04-01,Daily hospital occupancy,35571.0
USA,2021-04-01,Daily hospital occupancy per million,106.847
USA,2021-04-01,Weekly new hospital admissions,35584.0
USA,2021-04-01,Weekly new hospital admissions per million,106.886
USA,2021-04-02,Daily ICU occupancy,8466.0
USA,2021-04-02,Daily ICU occupancy per million,25.43
USA,2021-04-02,Daily hospital occupancy,35607.0
USA,2021-04-02,Daily hospital occupancy per million,106.955
USA,2021-04-02,Weekly new hospital admissions,35765.0
USA,2021-04-02,Weekly new hospital admissions per million,107.43
