iso_code,date,indicator,value
USA,2020-10-11,Daily hospital occupancy,31430.0
USA,2020-10-11,Daily hospital occupancy per million,94.408
USA,2020-10-11,Weekly new hospital admissions,33669.0
USA,2020-10-11,Weekly new hospital admissions per million,101.134
USA,2020-10-12,Daily ICU occupancy,9057.0
USA,2020-10-12,Daily ICU occupancy per million,27.205
USA,2020-10-12,Daily hospital occupancy,32779.0
USA,2020-10-12,Daily hospital occupancy per million,98.461
USA,2020-10-12,Weekly new hospital admissions,33745.0
USA,2020-10-12,Weekly new hospital admissions per million,101.362
USA,2020-10-13,Daily ICU occupancy,9411.0
USA,2020-10-13,Daily ICU occupancy per million,28.268
USA,2020-10-13,Daily hospital occupancy,33506.0
USA,2020-10-13,Daily hospital occupancy per million,100.644
USA,2020-10-13,Weekly new hospital admissions,33796.0
USA,2020-10-13,Weekly new hospital admissions per million,101.515
USA,2020-10-14,Daily ICU occupancy,9303.0
USA,2020-10-14,Daily ICU occupancy per million,27.944
USA,2020-10-14,Daily hospital occupancy,33935.0
USA,2020-10-14,Daily hospital occupancy per million,101.933
USA,2020-10-14,Weekly new hospital admissions,34342.0
USA,2020-10-14,Weekly new hospital admissions per million,103.155
USA,2020-10-15,Daily ICU occupancy,9478.0
USA,2020-10-15,Daily ICU occupancy per million,28.47
USA,2020-10-15,Daily hospital occupancy,34387.0
USA,2020-10-15,Daily hospital occupancy per million,103.291
USA,2020-10-15,Weekly new hospital admissions,34787.0
USA,2020-10-15,Weekly new hospital admissions per million,104.492
USA,2020-10-16,Daily ICU occupancy,9538.0
USA,2020-10-16,Daily ICU occupancy per million,28.65
USA,2020-10-16,Daily hospital occupancy,34639.0
USA,2020-10-16,Daily hospital occupancy per million,104.048
USA,2020-10-16,Weekly new hospital admissions,35603.0
USA,2020-10-16,Weekly new hospital admissions per million,106.943
USA,2020-10-17,Daily ICU occupancy,9516.0
USA,2020-10-17,Daily ICU occupancy per million,28.584
USA,2020-10-17,Daily hospital occupancy,34319.0
USA,2020-10-17,Daily hospital occupancy per million,103.086
USA,2020-10-17,Weekly new hospital admissions,36370.0
USA,2020-10-17,Weekly new hospital admissions per million,109.247
USA,2020-10-18,Daily ICU occupancy,9725.0
USA,2020-10-18,Daily ICU occupancy per million,29.212
USA,2020-10-18,Daily hospital occupancy,35011.0
USA,2020-10-18,Daily hospital occupancy per million,105.165
USA,2020-10-18,Weekly new hospital admissions,36997.0
USA,2020-10-18,Weekly new hospital admissions per million,111.13
USA,2020-10-19,Daily ICU occupancy,10075.0
USA,2020-10-19,Daily ICU occupancy per million,30.263
USA,2020-10-19,Daily hospital occupancy,36431.0
USA,2020-10-19,Daily hospital occupancy per million,109.43
USA,2020-10-19,Weekly new hospital admissions,37558.0
USA,2020-10-19,Weekly new hospital admissions per million,112.816
USA,2020-10-20,Daily ICU occupancy,10215.0
USA,2020-10-20,Daily ICU occupancy per million,30.684
USA,2020-10-20,Daily hospital occupancy,37411.0
USA,2020-10-20,Daily hospital occupancy per million,112.374
USA,2020-10-20,Weekly new hospital admissions,38328.0
USA,2020-10-20,Weekly new hospital admissions per million,115.128
USA,2020-10-21,Daily ICU occupancy,10453.0
USA,2020-10-21,Daily ICU occupancy per million,31.398
USA,2020-10-21,Daily hospital occupancy,38138.0
USA,2020-10-21,Daily hospital occupancy per million,114.558
USA,2020-10-21,Weekly new hospital admissions,38973.0
USA,2020-10-21,Weekly new hospital admissions per million,117.066
USA,2020-10-22,Daily ICU occupancy,10650.0
USA,2020-10-22,Daily ICU occupancy per million,31.99
USA,2020-10-22,Daily hospital occupancy,38848.0
USA,2020-10-22,Daily hospital occupancy per million,116.69
USA,2020-10-22,Weekly new hospital admissions,39853.0
USA,2020-10-22,Weekly new hospital admissions per million,119.709
USA,2020-10-23,Daily ICU occupancy,10711.0
USA,2020-10-23,Daily ICU occupancy per million,32.173
USA,2020-10-23,Daily hospital occupancy,39074.0
USA,2020-10-23,Daily hospital occupancy per million,117.369
USA,2020-10-23,Weekly new hospital admissions,40410.0
USA,2020-10-23,Weekly new hospital admissions per million,121.382
USA,2020-10-24,Daily ICU occupancy,10714.0
USA,2020-10-24,Daily ICU occupancy per million,32.182
USA,2020-10-24,Daily hospital occupancy,39350.0
USA,2020-10-24,Daily hospital occupancy per million,118.198
USA,2020-10-24,Weekly new hospital admissions,41143.0
USA,2020-10-24,Weekly new hospital admissions per million,123.584
USA,2020-10-25,Daily ICU occupancy,10853.0
USA,2020-10-25,Daily ICU occupancy per million,32.6
USA,2020-10-25,Daily hospital occupancy,39984.0
USA,2020-10-25,Daily hospital occupancy per million,120.103
USA,2020-10-25,Weekly new hospital admissions,41400.0
USA,2020-10-25,Weekly new hospital admissions per million,124.356
USA,2020-10-26,Daily ICU occupancy,11111.0
USA,2020-10-26,Daily ICU occupancy per million,33.375
USA,2020-10-26,Daily hospital occupancy,41336.0
USA,2020-10-26,Daily hospital occupancy per million,124.164
USA,2020-10-26,Weekly new hospital admissions,41724.0
USA,2020-10-26,Weekly new hospital admissions per million,125.329
USA,2020-10-27,Daily ICU occupancy,11431.0
USA,2020-10-27,Daily ICU occupancy per million,34.336
USA,2020-10-27,Daily hospital occupancy,42272.0
USA,2020-10-27,Daily hospital occupancy per million,126.975
USA,2020-10-27,Weekly new hospital admissions,42148.0
USA,2020-10-27,Weekly new hospital admissions per million,126.603
USA,2020-10-28,Daily ICU occupancy,11660.0
USA,2020-10-28,Daily ICU occupancy per million,35.024
USA,2020-10-28,Daily hospital occupancy,43483.0
USA,2020-10-28,Daily hospital occupancy per million,130.613
USA,2020-10-28,Weekly new hospital admissions,43167.0
USA,2020-10-28,Weekly new hospital admissions per million,129.664
USA,2020-10-29,Daily ICU occupancy,11826.0
USA,2020-10-29,Daily ICU occupancy per million,35.523
USA,2020-10-29,Daily hospital occupancy,44163.0
USA,2020-10-29,Daily hospital occupancy per million,132.655
USA,2020-10-29,Weekly new hospital admissions,44180.0
USA,2020-10-29,Weekly new hospital admissions per million,132.707
USA,2020-10-30,Daily ICU occupancy,11853.0
USA,2020-10-30,Daily ICU occupancy per million,35.604
USA,2020-10-30,Daily hospital occupancy,45072.0
USA,2020-10-30,Daily hospital occupancy per million,135.386
USA,2020-10-30,Weekly new hospital admissions,45481.0
USA,2020-10-30,Weekly new hospital admissions per million,136.614
USA,2020-10-31,Daily ICU occupancy,11903.0
USA,2020-10-31,Daily ICU occupancy per million,35.754
USA,2020-10-31,Daily hospital occupancy,45099.0
USA,2020-10-31,Daily hospital occupancy per million,135.467
USA,2020-10-31,Weekly new hospital admissions,46116.0
USA,2020-10-31,Weekly new hospital admissions per million,138.522
USA,2020-11-01,Daily ICU occupancy,12131.0
USA,2020-11-01,Daily ICU occupancy per million,36.439
USA,2020-11-01,Daily hospital occupancy,46048.0
USA,2020-11-01,Daily hospital occupancy per million,138.318
USA,2020-11-01,Weekly new hospital admissions,47038.0
USA,2020-11-01,Weekly new hospital admissions per million,141.291
USA,2020-11-02,Daily ICU occupancy,12594.0
USA,2020-11-02,Daily ICU occupancy per million,37.829
USA,2020-11-02,Daily hospital occupancy,47933.0
USA,2020-11-02,Daily hospital occupancy per million,143.98
USA,2020-11-02,Weekly new hospital admissions,48328.0
USA,2020-11-02,Weekly new hospital admissions per million,145.166
USA,2020-11-03,Daily ICU occupancy,12909.0
USA,2020-11-03,Daily ICU occupancy per million,38.776
USA,2020-11-03,Daily hospital occupancy,49021.0
USA,2020-11-03,Daily hospital occupancy per million,147.248
USA,2020-11-03,Weekly new hospital admissions,49617.0
USA,2020-11-03,Weekly new hospital admissions per million,149.038
USA,2020-11-04,Daily ICU occupancy,13003.0
USA,2020-11-04,Daily ICU occupancy per million,39.058
USA,2020-11-04,Daily hospital occupancy,50465.0
USA,2020-11-04,Daily hospital occupancy per million,151.585
USA,2020-11-04,Weekly new hospital admissions,50685.0
USA,2020-11-04,Weekly new hospital admissions per million,152.246
USA,2020-11-05,Daily ICU occupancy,13228.0
USA,2020-11-05,Daily ICU occupancy per million,39.734
USA,2020-11-05,Daily hospital occupancy,51785.0
USA,2020-11-05,Daily hospital occupancy per million,155.55
USA,2020-11-05,Weekly new hospital admissions,51991.0
USA,2020-11-05,Weekly new hospital admissions per million,156.169
USA,2020-11-06,Daily ICU occupancy,13357.0
USA,2020-11-06,Daily ICU occupancy per million,40.121
USA,2020-11-06,Daily hospital occupancy,52838.0
USA,2020-11-06,Daily hospital occupancy per million,158.713
USA,2020-11-06,Weekly new hospital admissions,53366.0
USA,2020-11-06,Weekly new hospital admissions per million,160.299
USA,2020-11-07,Daily ICU occupancy,13479.0
USA,2020-11-07,Daily ICU occupancy per million,40.488
USA,2020-11-07,Daily hospital occupancy,53817.0
USA,2020-11-07,Daily hospital occupancy per million,161.654
USA,2020-11-07,Weekly new hospital admissions,55446.0
USA,2020-11-07,Weekly new hospital admissions per million,166.547
USA,2020-11-08,Daily ICU occupancy,14008.0
USA,2020-11-08,Daily ICU occupancy per million,42.077
USA,2020-11-08,Daily hospital occupancy,55711.0
USA,2020-11-08,Daily hospital occupancy per million,167.343
USA,2020-11-08,Weekly new hospital admissions,57415.0
USA,2020-11-08,Weekly new hospital admissions per million,172.461
USA,2020-11-09,Daily ICU occupancy,14409.0
USA,2020-11-09,Daily ICU occupancy per million,43.281
USA,2020-11-09,Daily hospital occupancy,58481.0
USA,2020-11-09,Daily hospital occupancy per million,175.663
USA,2020-11-09,Weekly new hospital admissions,59223.0
USA,2020-11-09,Weekly new hospital admissions per million,177.892
USA,2020-11-10,Daily ICU occupancy,14835.0
USA,2020-11-10,Daily ICU occupancy per million,44.561
USA,2020-11-10,Daily hospital occupancy,61415.0
USA,2020-11-10,Daily hospital occupancy per million,184.476
USA,2020-11-10,Weekly new hospital admissions,61656.0
USA,2020-11-10,Weekly new hospital admissions per million,185.2
USA,2020-11-11,Daily ICU occupancy,15116.0
USA,2020-11-11,Daily ICU occupancy per million,45.405
USA,2020-11-11,Daily hospital occupancy,63329.0
USA,2020-11-11,Daily hospital occupancy per million,190.226
USA,2020-11-11,Weekly new hospital admissions,64015.0
USA,2020-11-11,Weekly new hospital admissions per million,192.286
USA,2020-11-12,Daily ICU occupancy,15592.0
USA,2020-11-12,Daily ICU occupancy per million,46.835
USA,2020-11-12,Daily hospital occupancy,65199.0
USA,2020-11-12,Daily hospital occupancy per million,195.843
USA,2020-11-12,Weekly new hospital admissions,66110.0
USA,2020-11-12,Weekly new hospital admissions per million,198.579
USA,2020-11-13,Daily ICU occupancy,15870.0
USA,2020-11-13,Daily ICU occupancy per million,47.67
USA,2020-11-13,Daily hospital occupancy,66117.0
USA,2020-11-13,Daily hospital occupancy per million,198.6
USA,2020-11-13,Weekly new hospital admissions,68041.0
USA,2020-11-13,Weekly new hospital admissions per million,204.379
USA,2020-11-14,Daily ICU occupancy,16238.0
USA,2020-11-14,Daily ICU occupancy per million,48.775
USA,2020-11-14,Daily hospital occupancy,67215.0
USA,2020-11-14,Daily hospital occupancy per million,201.898
USA,2020-11-14,Weekly new hospital admissions,69820.0
USA,2020-11-14,Weekly new hospital admissions per million,209.723
USA,2020-11-15,Daily ICU occupancy,16808.0
USA,2020-11-15,Daily ICU occupancy per million,50.487
USA,2020-11-15,Daily hospital occupancy,69513.0
USA,2020-11-15,Daily hospital occupancy per million,208.801
USA,2020-11-15,Weekly new hospital admissions,71645.0
USA,2020-11-15,Weekly new hospital admissions per million,215.205
USA,2020-11-16,Daily ICU occupancy,17538.0
USA,2020-11-16,Daily ICU occupancy per million,52.68
USA,2020-11-16,Daily hospital occupancy,73098.0
USA,2020-11-16,Daily hospital occupancy per million,219.57
USA,2020-11-16,Weekly new hospital admissions,73396.0
USA,2020-11-16,Weekly new hospital admissions per million,220.465
USA,2020-11-17,Daily ICU occupancy,18088.0
USA,2020-11-17,Daily ICU occupancy per million,54.332
USA,2020-11-17,Daily hospital occupancy,75496.0
USA,2020-11-17,Daily hospital occupancy per million,226.773
USA,2020-11-17,Weekly new hospital admissions,75258.0
USA,2020-11-17,Weekly new hospital admissions per million,226.058
USA,2020-11-18,Daily ICU occupancy,18331.0
USA,2020-11-18,Daily ICU occupancy per million,55.062
USA,2020-11-18,Daily hospital occupancy,77317.0
USA,2020-11-18,Daily hospital occupancy per million,232.242
USA,2020-11-18,Weekly new hospital admissions,76928.0
USA,2020-11-18,Weekly new hospital admissions per million,231.074
USA,2020-11-19,Daily ICU occupancy,18742.0
USA,2020-11-19,Daily ICU occupancy per million,56.297
USA,2020-11-19,Daily hospital occupancy,78341.0
USA,2020-11-19,Daily hospital occupancy per million,235.318
USA,2020-11-19,Weekly new hospital admissions,78514.0
USA,2020-11-19,Weekly new hospital admissions per million,235.838
USA,2020-11-20,Daily ICU occupancy,18916.0
USA,2020-11-20,Daily ICU occupancy per million,56.819
USA,2020-11-20,Daily hospital occupancy,79734.0
USA,2020-11-20,Daily hospital occupancy per million,239.503
USA,2020-11-20,Weekly new hospital admissions,80283.0
USA,2020-11-20,Weekly new hospital admissions per million,241.152
USA,2020-11-21,Daily ICU occupancy,19091.0
USA,2020-11-21,Daily ICU occupancy per million,57.345
USA,2020-11-21,Daily hospital occupancy,79858.0
USA,2020-11-21,Daily hospital occupancy per million,239.875
USA,2020-11-21,Weekly new hospital admissions,81657.0
USA,2020-11-21,Weekly new hospital admissions per million,245.279
USA,2020-11-22,Daily ICU occupancy,19658.0
USA,2020-11-22,Daily ICU occupancy per million,59.048
USA,2020-11-22,Daily hospital occupancy,81792.0
USA,2020-11-22,Daily hospital occupancy per million,245.684
USA,2020-11-22,Weekly new hospital admissions,82545.0
USA,2020-11-22,Weekly new hospital admissions per million,247.946
USA,2020-11-23,Daily ICU occupancy,20176.0
USA,2020-11-23,Daily ICU occupancy per million,60.604
USA,2020-11-23,Daily hospital occupancy,84173.0
USA,2020-11-23,Daily hospital occupancy per million,252.836
USA,2020-11-23,Weekly new hospital admissions,83417.0
USA,2020-11-23,Weekly new hospital admissions per million,250.565
USA,2020-11-24,Daily ICU occupancy,20572.0
USA,2020-11-24,Daily ICU occupancy per million,61.794
USA,2020-11-24,Daily hospital occupancy,86039.0
USA,2020-11-24,Daily hospital occupancy per million,258.441
USA,2020-11-24,Weekly new hospital admissions,84715.0
USA,2020-11-24,Weekly new hospital admissions per million,254.464
USA,2020-11-25,Daily ICU occupancy,20831.0
USA,2020-11-25,Daily ICU occupancy per million,62.572
USA,2020-11-25,Daily hospital occupancy,87121.0
USA,2020-11-25,Daily hospital occupancy per million,261.691
USA,2020-11-25,Weekly new hospital admissions,85845.0
USA,2020-11-25,Weekly new hospital admissions per million,257.859
USA,2020-11-26,Daily ICU occupancy,21025.0
USA,2020-11-26,Daily ICU occupancy per million,63.154
USA,2020-11-26,Daily hospital occupancy,86550.0
USA,2020-11-26,Daily hospital occupancy per million,259.976
USA,2020-11-26,Weekly new hospital admissions,86419.0
USA,2020-11-26,Weekly new hospital admissions per million,259.583
USA,2020-11-27,Daily ICU occupancy,21327.0
USA,2020-11-27,Daily ICU occupancy per million,64.061
USA,2020-11-27,Daily hospital occupancy,88100.0
USA,2020-11-27,Daily hospital occupancy per million,264.632
USA,2020-11-27,Weekly new hospital admissions,85020.0
USA,2020-11-27,Weekly new hospital admissions per million,255.38
USA,2020-11-28,Daily ICU occupancy,21483.0
USA,2020-11-28,Daily ICU occupancy per million,64.53
USA,2020-11-28,Daily hospital occupancy,89600.0
USA,2020-11-28,Daily hospital occupancy per million,269.138
USA,2020-11-28,Weekly new hospital admissions,85974.0
USA,2020-11-28,Weekly new hospital admissions per million,258.246
USA,2020-11-29,Daily ICU occupancy,21919.0
USA,2020-11-29,Daily ICU occupancy per million,65.84
USA,2020-11-29,Daily hospital occupancy,92448.0
USA,2020-11-29,Daily hospital occupancy per million,277.692
USA,2020-11-29,Weekly new hospital admissions,87382.0
USA,2020-11-29,Weekly new hospital admissions per million,262.475
USA,2020-11-30,Daily ICU occupancy,22500.0
USA,2020-11-30,Daily ICU occupancy per million,67.585
USA,2020-11-30,Daily hospital occupancy,95095.0
USA,2020-11-30,Daily hospital occupancy per million,285.643
USA,2020-11-30,Weekly new hospital admissions,88259.0
USA,2020-11-30,Weekly new hospital admissions per million,265.11
USA,2020-12-01,Daily ICU occupancy,22868.0
USA,2020-12-01,Daily ICU occupancy per million,68.69
USA,2020-12-01,Daily hospital occupancy,96673.0
USA,2020-12-01,Daily hospital occupancy per million,290.383
USA,2020-12-01,Weekly new hospital admissions,89208.0
USA,2020-12-01,Weekly new hospital admissions per million,267.96
USA,2020-12-02,Daily ICU occupancy,22962.0
USA,2020-12-02,Daily ICU occupancy per million,68.973
USA,2020-12-02,Daily hospital occupancy,97838.0
USA,2020-12-02,Daily hospital occupancy per million,293.883
USA,2020-12-02,Weekly new hospital admissions,89902.0
USA,2020-12-02,Weekly new hospital admissions per million,270.045
USA,2020-12-03,Daily ICU occupancy,23043.0
USA,2020-12-03,Daily ICU occupancy per million,69.216
USA,2020-12-03,Daily hospital occupancy,97849.0
USA,2020-12-03,Daily hospital occupancy per million,293.916
USA,2020-12-03,Weekly new hospital admissions,91087.0
USA,2020-12-03,Weekly new hospital admissions per million,273.604
USA,2020-12-04,Daily ICU occupancy,23123.0
USA,2020-12-04,Daily ICU occupancy per million,69.456
USA,2020-12-04,Daily hospital occupancy,98140.0
USA,2020-12-04,Daily hospital occupancy per million,294.79
USA,2020-12-04,Weekly new hospital admissions,94018.0
USA,2020-12-04,Weekly new hospital admissions per million,282.408
USA,2020-12-05,Daily ICU occupancy,23172.0
USA,2020-12-05,Daily ICU occupancy per million,69.603
USA,2020-12-05,Daily hospital occupancy,97246.0
USA,2020-12-05,Daily hospital occupancy per million,292.105
USA,2020-12-05,Weekly new hospital admissions,94854.0
USA,2020-12-05,Weekly new hospital admissions per million,284.92
USA,2020-12-06,Daily ICU occupancy,23435.0
USA,2020-12-06,Daily ICU occupancy per million,70.393
USA,2020-12-06,Daily hospital occupancy,98653.0
USA,2020-12-06,Daily hospital occupancy per million,296.331
USA,2020-12-06,Weekly new hospital admissions,94877.0
USA,2020-12-06,Weekly new hospital admissions per million,284.989
USA,2020-12-07,Daily ICU occupancy,23892.0
USA,2020-12-07,Daily ICU occupancy per million,71.766
USA,2020-12-07,Daily hospital occupancy,101027.0
USA,2020-12-07,Daily hospital occupancy per million,303.462
USA,2020-12-07,Weekly new hospital admissions,95428.0
USA,2020-12-07,Weekly new hospital admissions per million,286.644
USA,2020-12-08,Daily ICU occupancy,24197.0
USA,2020-12-08,Daily ICU occupancy per million,72.682
USA,2020-12-08,Daily hospital occupancy,102304.0
USA,2020-12-08,Daily hospital occupancy per million,307.298
USA,2020-12-08,Weekly new hospital admissions,95762.0
USA,2020-12-08,Weekly new hospital admissions per million,287.647
USA,2020-12-09,Daily ICU occupancy,24612.0
USA,2020-12-09,Daily ICU occupancy per million,73.929
USA,2020-12-09,Daily hospital occupancy,104371.0
USA,2020-12-09,Daily hospital occupancy per million,313.506
USA,2020-12-09,Weekly new hospital admissions,96919.0
USA,2020-12-09,Weekly new hospital admissions per million,291.122
USA,2020-12-10,Daily ICU occupancy,24636.0
USA,2020-12-10,Daily ICU occupancy per million,74.001
USA,2020-12-10,Daily hospital occupancy,105048.0
USA,2020-12-10,Daily hospital occupancy per million,315.54
USA,2020-12-10,Weekly new hospital admissions,98268.0
USA,2020-12-10,Weekly new hospital admissions per million,295.174
USA,2020-12-11,Daily ICU occupancy,24747.0
USA,2020-12-11,Daily ICU occupancy per million,74.334
USA,2020-12-11,Daily hospital occupancy,105653.0
USA,2020-12-11,Daily hospital occupancy per million,317.357
USA,2020-12-11,Weekly new hospital admissions,99501.0
USA,2020-12-11,Weekly new hospital admissions per million,298.878
USA,2020-12-12,Daily ICU occupancy,24634.0
USA,2020-12-12,Daily ICU occupancy per million,73.995
USA,2020-12-12,Daily hospital occupancy,105358.0
USA,2020-12-12,Daily hospital occupancy per million,316.471
USA,2020-12-12,Weekly new hospital admissions,100640.0
USA,2020-12-12,Weekly new hospital admissions per million,302.299
USA,2020-12-13,Daily ICU occupancy,25074.0
USA,2020-12-13,Daily ICU occupancy per million,75.317
USA,2020-12-13,Daily hospital occupancy,107402.0
USA,2020-12-13,Daily hospital occupancy per million,322.611
USA,2020-12-13,Weekly new hospital admissions,101588.0
USA,2020-12-13,Weekly new hospital admissions per million,305.147
USA,2020-12-14,Daily ICU occupancy,25560.0
USA,2020-12-14,Daily ICU occupancy per million,76.776
USA,2020-12-14,Daily hospital occupancy,109689.0
USA,2020-12-14,Daily hospital occupancy per million,329.48
USA,2020-12-14,Weekly new hospital admissions,102441.0
USA,2020-12-14,Weekly new hospital admissions per million,307.709
USA,2020-12-15,Daily ICU occupancy,25812.0
USA,2020-12-15,Daily ICU occupancy per million,77.533
USA,2020-12-15,Daily hospital occupancy,110996.0
USA,2020-12-15,Daily hospital occupancy per million,333.406
USA,2020-12-15,Weekly new hospital admissions,103842.0
USA,2020-12-15,Weekly new hospital admissions per million,311.917
USA,2020-12-16,Daily ICU occupancy,25974.0
USA,2020-12-16,Daily ICU occupancy per million,78.02
USA,2020-12-16,Daily hospital occupancy,112009.0
USA,2020-12-16,Daily hospital occupancy per million,336.449
USA,2020-12-16,Weekly new hospital admissions,104315.0
USA,2020-12-16,Weekly new hospital admissions per million,313.338
USA,2020-12-17,Daily ICU occupancy,25894.0
USA,2020-12-17,Daily ICU occupancy per million,77.78
USA,2020-12-17,Daily hospital occupancy,112445.0
USA,2020-12-17,Daily hospital occupancy per million,337.759
USA,2020-12-17,Weekly new hospital admissions,104300.0
USA,2020-12-17,Weekly new hospital admissions per million,313.293
USA,2020-12-18,Daily ICU occupancy,25950.0
USA,2020-12-18,Daily ICU occupancy per million,77.948
USA,2020-12-18,Daily hospital occupancy,112114.0
USA,2020-12-18,Daily hospital occupancy per million,336.765
USA,2020-12-18,Weekly new hospital admissions,104298.0
USA,2020-12-18,Weekly new hospital admissions per million,313.287
USA,2020-12-19,Daily ICU occupancy,25805.0
USA,2020-12-19,Daily ICU occupancy per million,77.512
USA,2020-12-19,Daily hospital occupancy,111086.0
USA,2020-12-19,Daily hospital occupancy per million,333.677
USA,2020-12-19,Weekly new hospital admissions,104408.0
USA,2020-12-19,Weekly new hospital admissions per million,313.618
USA,2020-12-20,Daily ICU occupancy,26057.0
USA,2020-12-20,Daily ICU occupancy per million,78.269
USA,2020-12-20,Daily hospital occupancy,112401.0
USA,2020-12-20,Daily hospital occupancy per million,337.627
USA,2020-12-20,Weekly new hospital admissions,104869.0
USA,2020-12-20,Weekly new hospital admissions per million,315.002
USA,2020-12-21,Daily ICU occupancy,26431.0
USA,2020-12-21,Daily ICU occupancy per million,79.393
USA,2020-12-21,Daily hospital occupancy,114648.0
USA,2020-12-21,Daily hospital occupancy per million,344.376
USA,2020-12-21,Weekly new hospital admissions,105476.0
USA,2020-12-21,Weekly new hospital admissions per million,316.826
USA,2020-12-22,Daily ICU occupancy,26730.0
USA,2020-12-22,Daily ICU occupancy per million,80.291
USA,2020-12-22,Daily hospital occupancy,117527.0
USA,2020-12-22,Daily hospital occupancy per million,353.024
USA,2020-12-22,Weekly new hospital admissions,106056.0
USA,2020-12-22,Weekly new hospital admissions per million,318.568
USA,2020-12-23,Daily ICU occupancy,26928.0
USA,2020-12-23,Daily ICU occupancy per million,80.885
USA,2020-12-23,Daily hospital occupancy,118105.0
USA,2020-12-23,Daily hospital occupancy per million,354.76
USA,2020-12-23,Weekly new hospital admissions,106943.0
USA,2020-12-23,Weekly new hospital admissions per million,321.232
USA,2020-12-24,Daily ICU occupancy,26714.0
USA,2020-12-24,Daily ICU occupancy per million,80.243
USA,2020-12-24,Daily hospital occupancy,116273.0
USA,2020-12-24,Daily hospital occupancy per million,349.257
USA,2020-12-24,Weekly new hospital admissions,107497.0
USA,2020-12-24,Weekly new hospital admissions per million,322.896
USA,2020-12-25,Daily ICU occupancy,26559.0
USA,2020-12-25,Daily ICU occupancy per million,79.777
USA,2020-12-25,Daily hospital occupancy,113495.0
USA,2020-12-25,Daily hospital occupancy per million,340.913
USA,2020-12-25,Weekly new hospital admissions,106737.0
USA,2020-12-25,Weekly new hospital admissions per million,320.613
USA,2020-12-26,Daily ICU occupancy,26734.0
USA,2020-12-26,Daily ICU occupancy per million,80.303
USA,2020-12-26,Daily hospital occupancy,115520.0
USA,2020-12-26,Daily hospital occupancy per million,346.995
USA,2020-12-26,Weekly new hospital admissions,104936.0
USA,2020-12-26,Weekly new hospital admissions per million,315.204
USA,2020-12-27,Daily ICU occupancy,27063.0
USA,2020-12-27,Daily ICU occupancy per million,81.291
USA,2020-12-27,Daily hospital occupancy,118987.0
USA,2020-12-27,Daily hospital occupancy per million,357.409
USA,2020-12-27,Weekly new hospital admissions,106216.0
USA,2020-12-27,Weekly new hospital admissions per million,319.048
USA,2020-12-28,Daily ICU occupancy,27519.0
USA,2020-12-28,Daily ICU occupancy per million,82.661
USA,2020-12-28,Daily hospital occupancy,121424.0
USA,2020-12-28,Daily hospital occupancy per million,364.73
USA,2020-12-28,Weekly new hospital admissions,106869.0
USA,2020-12-28,Weekly new hospital admissions per million,321.01
USA,2020-12-29,Daily ICU occupancy,27782.0
USA,2020-12-29,Daily ICU occupancy per million,83.451
USA,2020-12-29,Daily hospital occupancy,122664.0
USA,2020-12-29,Daily hospital occupancy per million,368.454
USA,2020-12-29,Weekly new hospital admissions,106708.0
USA,2020-12-29,Weekly new hospital admissions per million,320.526
USA,2020-12-30,Daily ICU occupancy,27697.0
USA,2020-12-30,Daily ICU occupancy per million,83.195
USA,2020-12-30,Daily hospital occupancy,123921.0
USA,2020-12-30,Daily hospital occupancy per million,372.23
USA,2020-12-30,Weekly new hospital admissions,107060.0
USA,2020-12-30,Weekly new hospital admissions per million,321.584
USA,2020-12-31,Daily ICU occupancy,27748.0
USA,2020-12-31,Daily ICU occupancy per million,83.349
USA,2020-12-31,Daily hospital occupancy,123346.0
USA,2020-12-31,Daily hospital occupancy per million,370.503
USA,2020-12-31,Weekly new hospital admissions,108010.0
USA,2020-12-31,Weekly new hospital admissions per million,324.437
USA,2021-01-01,Daily ICU occupancy,27471.0
USA,2021-01-01,Daily ICU occupancy per million,82.517
USA,2021-01-01,Daily hospital occupancy,121053.0
USA,2021-01-01,Daily hospital occupancy per million,363.615
USA,2021-01-01,Weekly new hospital admissions,109535.0
USA,2021-01-01,Weekly new hospital admissions per million,329.018
USA,2021-01-02,Daily ICU occupancy,27614.0
USA,2021-01-02,Daily ICU occupancy per million,82.946
USA,2021-01-02,Daily hospital occupancy,122668.0
USA,2021-01-02,Daily hospital occupancy per million,368.466
USA,2021-01-02,Weekly new hospital admissions,111290.0
USA,2021-01-02,Weekly new hospital admissions per million,334.289
USA,2021-01-03,Daily ICU occupancy,28006.0
USA,2021-01-03,Daily ICU occupancy per million,84.124
USA,2021-01-03,Daily hospital occupancy,125595.0
USA,2021-01-03,Daily hospital occupancy per million,377.258
USA,2021-01-03,Weekly new hospital admissions,112069.0
USA,2021-01-03,Weekly new hospital admissions per million,336.629
USA,2021-01-04,Daily ICU occupancy,28266.0
USA,2021-01-04,Daily ICU occupancy per million,84.905
USA,2021-01-04,Daily hospital occupancy,127426.0
USA,2021-01-04,Daily hospital occupancy per million,382.758
USA,2021-01-04,Weekly new hospital admissions,112336.0
USA,2021-01-04,Weekly new hospital admissions per million,337.431
USA,2021-01-05,Daily ICU occupancy,28528.0
USA,2021-01-05,Daily ICU occupancy per million,85.692
USA,2021-01-05,Daily hospital occupancy,128858.0
USA,2021-01-05,Daily hospital occupancy per million,387.06
USA,2021-01-05,Weekly new hospital admissions,113829.0
USA,2021-01-05,Weekly new hospital admissions per million,341.916
USA,2021-01-06,Daily ICU occupancy,28608.0
